"hospital_no","hospital_time_no","start","end","mon","tue","wed","thu","fry","sat","sun","hol","status","rgst","updt","created_id","updated_id"
"20058","1",,,"0","0","0","0","0","0","0","0","1","2017-09-10 20:56:32","2018-01-30 14:35:00","epkdoc01","epkdoc01"
"20058","2",,,"0","0","0","0","0","0","0","0","1","2017-09-10 20:56:32","2018-01-30 14:35:00","epkdoc01","epkdoc01"
"20058","3",,,"0","0","0","0","0","0","0","0","1","2017-09-10 20:56:32","2018-01-30 14:35:00","epkdoc01","epkdoc01"
"20058","4",,,"0","0","0","0","0","0","0","0","1","2017-09-10 20:56:32","2018-01-30 14:35:00","epkdoc01","epkdoc01"
"20059","1","09:00","16:00","1","1","1","1","1","0","0","0","1","2017-08-15 15:40:56","2018-06-25 15:18:28","epkdoc01","epkdoc01"
"20059","2","09:00","12:00","0","0","0","0","0","1","0","0","1","2017-08-15 15:40:56","2018-06-25 15:18:29","epkdoc01","epkdoc01"
"20059","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 15:40:56","2018-06-25 15:18:29","epkdoc01","epkdoc01"
"20059","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 15:40:56","2018-06-25 15:18:29","epkdoc01","epkdoc01"
"20060","1","09:00","12:00","1","1","0","1","1","0","0","0","1","2017-08-16 14:19:21","2018-12-21 15:30:56","epkdoc01","epkdoc01"
"20060","2","15:00","16:30","1","1","0","1","1","0","0","0","1","2017-08-16 14:19:21","2018-12-21 15:30:56","epkdoc01","epkdoc01"
"20060","3","09:00","13:30","0","0","0","0","0","1","0","0","1","2017-08-16 14:19:21","2018-12-21 15:30:56","epkdoc01","epkdoc01"
"20060","4","09:00","11:00","0","0","0","0","0","0","1","0","1","2017-08-16 14:19:21","2018-12-21 15:30:56","epkdoc01","epkdoc01"
"20061","1","08:30","17:30","1","1","1","1","1","0","0","0","1","2017-08-17 15:35:46","2018-08-25 06:11:39","epkdoc01","epkdoc01"
"20061","2","08:30","12:00","0","0","0","0","0","1","0","0","1","2017-08-17 15:35:46","2018-08-25 06:11:39","epkdoc01","epkdoc01"
"20061","3",,,"0","0","0","0","0","0","0","0","1","2017-08-17 15:35:46","2018-08-25 06:11:39","epkdoc01","epkdoc01"
"20061","4",,,"0","0","0","0","0","0","0","0","1","2017-08-17 15:35:46","2018-08-25 06:11:39","epkdoc01","epkdoc01"
"20062","1","08:30","16:00","1","1","1","1","1","0","0","0","1","2017-08-15 15:33:52","2018-09-25 15:58:35","epkdoc01","epkdoc01"
"20062","2","08:30","12:00","0","0","0","0","0","1","0","0","1","2017-08-15 15:33:52","2018-09-25 15:58:35","epkdoc01","epkdoc01"
"20062","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 15:33:52","2018-09-25 15:58:35","epkdoc01","epkdoc01"
"20062","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 15:33:52","2018-09-25 15:58:35","epkdoc01","epkdoc01"
"20063","1","07:45","17:00","1","1","1","1","1","1","0","0","1","2017-08-14 19:42:15","2018-01-30 14:35:04","epkdoc01","epkdoc01"
"20063","2",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:42:15","2018-01-30 14:35:04","epkdoc01","epkdoc01"
"20063","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:42:15","2018-01-30 14:35:04","epkdoc01","epkdoc01"
"20063","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:42:15","2018-01-30 14:35:04","epkdoc01","epkdoc01"
"20064","1","09:00","12:00","1","1","1","1","1","0","0","0","1","2017-08-18 09:38:19","2018-12-21 17:12:31","epkdoc01","epkdoc01"
"20064","2","14:00","17:00","1","1","1","1","1","0","0","0","1","2017-08-18 09:38:19","2018-12-21 17:12:31","epkdoc01","epkdoc01"
"20064","3","09:00","13:00","0","0","0","0","0","1","0","0","1","2017-08-18 09:38:19","2018-12-21 17:12:31","epkdoc01","epkdoc01"
"20064","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 09:38:19","2018-12-21 17:12:31","epkdoc01","epkdoc01"
"20065","1","08:00","14:30","1","1","1","1","1","0","0","0","1","2017-08-14 19:43:48","2018-01-30 14:35:09","epkdoc01","epkdoc01"
"20065","2",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:43:48","2018-01-30 14:35:09","epkdoc01","epkdoc01"
"20065","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:43:48","2018-01-30 14:35:09","epkdoc01","epkdoc01"
"20065","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:43:48","2018-01-30 14:35:09","epkdoc01","epkdoc01"
"20066","1","08:30","17:00","0","1","1","1","1","1","0","0","1","2017-08-14 19:40:03","2018-01-30 14:35:13","epkdoc01","epkdoc01"
"20066","2",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:40:03","2018-01-30 14:35:13","epkdoc01","epkdoc01"
"20066","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:40:03","2018-01-30 14:35:13","epkdoc01","epkdoc01"
"20066","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:40:03","2018-01-30 14:35:13","epkdoc01","epkdoc01"
"20068","1","09:00","12:00","1","1","1","1","1","1","1","1","1","2017-08-15 15:41:00","2019-01-07 16:14:49","epkdoc01","epkdoc01"
"20068","2","14:00","18:15","1","1","1","1","1","1","1","1","1","2017-08-15 15:41:00","2019-01-07 16:14:49","epkdoc01","epkdoc01"
"20068","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 15:41:00","2019-01-07 16:14:49","epkdoc01","epkdoc01"
"20068","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 15:41:00","2019-01-07 16:14:49","epkdoc01","epkdoc01"
"20069","1","08:00","17:00","1","1","1","1","1","0","0","0","1","2017-08-17 16:36:38","2018-06-25 15:09:52","epkdoc01","epkdoc01"
"20069","2","08:00","12:00","0","0","0","0","0","1","0","0","1","2017-08-17 16:36:38","2018-06-25 15:09:52","epkdoc01","epkdoc01"
"20069","3",,,"0","0","0","0","0","0","0","0","1","2017-08-17 16:36:38","2018-06-25 15:09:52","epkdoc01","epkdoc01"
"20069","4",,,"0","0","0","0","0","0","0","0","1","2017-08-17 16:36:38","2018-06-25 15:09:52","epkdoc01","epkdoc01"
"20070","1","10:00","19:00","1","1","1","1","1","0","0","0","1","2017-08-17 11:30:09","2019-01-13 18:35:35","epkdoc01","epkdoc01"
"20070","2","10:00","17:00","0","0","0","0","0","1","0","0","1","2017-08-17 11:30:09","2019-01-13 18:35:35","epkdoc01","epkdoc01"
"20070","3",,,"0","0","0","0","0","0","0","0","1","2017-08-17 11:30:09","2019-01-13 18:35:35","epkdoc01","epkdoc01"
"20070","4",,,"0","0","0","0","0","0","0","0","1","2017-08-17 11:30:09","2019-01-13 18:35:35","epkdoc01","epkdoc01"
"20071","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2017-08-16 19:53:09","2019-01-30 11:43:26","epkdoc01","epkdoc01"
"20071","2","15:30","17:30","1","0","1","0","1","1","0","0","1","2017-08-16 19:53:09","2019-01-30 11:43:26","epkdoc01","epkdoc01"
"20071","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 19:53:09","2019-01-30 11:43:26","epkdoc01","epkdoc01"
"20071","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 19:53:09","2019-01-30 11:43:26","epkdoc01","epkdoc01"
"20072","1","09:00","11:30","1","1","1","1","1","1","0","0","1","2017-08-16 12:34:37","2018-12-03 12:42:16","epkdoc01","epkdoc01"
"20072","2","15:00","16:50","1","1","1","1","1","0","0","0","1","2017-08-16 12:34:37","2018-12-03 12:42:16","epkdoc01","epkdoc01"
"20072","3","18:00","19:30","1","0","1","0","1","0","0","0","1","2017-08-16 12:34:37","2018-12-03 12:42:16","epkdoc01","epkdoc01"
"20072","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 12:34:37","2018-12-03 12:42:16","epkdoc01","epkdoc01"
"20073","1","09:00","12:00","1","1","0","1","1","1","0","1","1","2017-08-15 10:51:35","2018-12-06 10:47:18","epkdoc01","epkdoc01"
"20073","2","14:00","18:15","1","1","0","1","1","1","0","1","1","2017-08-15 10:51:35","2018-12-06 10:47:18","epkdoc01","epkdoc01"
"20073","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 10:51:35","2018-12-06 10:47:18","epkdoc01","epkdoc01"
"20073","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 10:51:35","2018-12-06 10:47:18","epkdoc01","epkdoc01"
"20074","1","09:00","13:00","1","1","0","1","1","1","0","0","1","2017-08-16 18:38:17","2018-04-09 09:25:00","epkdoc01","epkdoc01"
"20074","2","15:00","19:00","1","1","0","1","1","0","0","0","1","2017-08-16 18:38:17","2018-04-09 09:25:00","epkdoc01","epkdoc01"
"20074","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 18:38:17","2018-04-09 09:25:00","epkdoc01","epkdoc01"
"20074","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 18:38:17","2018-04-09 09:25:00","epkdoc01","epkdoc01"
"20075","1","08:30","16:30","1","1","1","1","1","1","0","0","1","2017-08-09 12:20:34","2019-01-13 18:20:56","epkdoc01","epkdoc01"
"20075","2",,,"0","0","0","0","0","0","0","0","1","2017-08-09 12:20:34","2019-01-13 18:20:56","epkdoc01","epkdoc01"
"20075","3",,,"0","0","0","0","0","0","0","0","1","2017-08-09 12:20:34","2019-01-13 18:20:56","epkdoc01","epkdoc01"
"20075","4",,,"0","0","0","0","0","0","0","0","1","2017-08-09 12:20:34","2019-01-13 18:20:56","epkdoc01","epkdoc01"
"20076","1","09:00","12:15","1","1","1","1","1","0","0","0","1","2017-08-14 20:13:59","2018-12-03 12:49:05","epkdoc01","epkdoc01"
"20076","2","14:00","17:15","1","1","1","1","1","0","0","0","1","2017-08-14 20:13:59","2018-12-03 12:49:05","epkdoc01","epkdoc01"
"20076","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 20:13:59","2018-12-03 12:49:05","epkdoc01","epkdoc01"
"20076","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 20:13:59","2018-12-03 12:49:05","epkdoc01","epkdoc01"
"20077","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2017-08-18 14:58:29","2019-01-13 20:39:20","epkdoc01","epkdoc01"
"20077","2","13:00","16:00","1","1","1","1","1","0","0","0","1","2017-08-18 14:58:29","2019-01-13 20:39:20","epkdoc01","epkdoc01"
"20077","3","17:00","20:00","1","1","1","1","1","0","0","0","1","2017-08-18 14:58:29","2019-01-13 20:39:20","epkdoc01","epkdoc01"
"20077","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 14:58:30","2019-01-13 20:39:20","epkdoc01","epkdoc01"
"20079","1","08:30","12:30","1","1","1","1","1","1","0","0","1","2017-08-14 18:33:55","2018-12-21 11:45:54","epkdoc01","epkdoc01"
"20079","2",,,"0","0","0","0","0","0","0","0","1","2017-08-14 18:33:55","2018-12-21 11:45:54","epkdoc01","epkdoc01"
"20079","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 18:33:55","2018-12-21 11:45:54","epkdoc01","epkdoc01"
"20079","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 18:33:55","2018-12-21 11:45:54","epkdoc01","epkdoc01"
"20081","1","09:00","12:30","1","1","1","1","1","1","0","0","1","2017-08-15 11:57:04","2018-05-01 18:05:21","epkdoc01","epkdoc01"
"20081","2","14:30","18:30","1","1","0","1","1","0","0","0","1","2017-08-15 11:57:04","2018-05-01 18:05:21","epkdoc01","epkdoc01"
"20081","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 11:57:04","2018-05-01 18:05:21","epkdoc01","epkdoc01"
"20081","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 11:57:04","2018-05-01 18:05:21","epkdoc01","epkdoc01"
"20082","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2017-08-16 09:40:17","2018-05-01 15:30:03","epkdoc01","epkdoc01"
"20082","2","13:00","17:00","1","1","1","1","1","0","0","0","1","2017-08-16 09:40:17","2018-05-01 15:30:03","epkdoc01","epkdoc01"
"20082","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 09:40:17","2018-05-01 15:30:03","epkdoc01","epkdoc01"
"20082","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 09:40:17","2018-05-01 15:30:03","epkdoc01","epkdoc01"
"20085","1","09:00","13:00","1","1","1","1","1","1","0","0","1","2017-08-15 13:40:24","2019-01-09 13:14:14","epkdoc01","epkdoc01"
"20085","2","14:00","18:30","1","1","1","1","1","0","0","0","1","2017-08-15 13:40:24","2019-01-09 13:14:14","epkdoc01","epkdoc01"
"20085","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 13:40:24","2019-01-09 13:14:14","epkdoc01","epkdoc01"
"20085","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 13:40:24","2019-01-09 13:14:14","epkdoc01","epkdoc01"
"20086","1","08:15","12:30","1","1","1","1","1","1","0","0","1","2017-08-16 10:05:32","2018-11-26 10:12:41","epkdoc01","epkdoc01"
"20086","2","14:00","15:00","0","1","0","0","1","0","0","0","1","2017-08-16 10:05:33","2018-11-26 10:12:41","epkdoc01","epkdoc01"
"20086","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 10:05:33","2018-11-26 10:12:41","epkdoc01","epkdoc01"
"20086","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 10:05:33","2018-11-26 10:12:41","epkdoc01","epkdoc01"
"20087","1","08:00","16:00","1","1","1","1","1","1","0","0","1","2017-08-15 20:52:45","2018-10-26 18:27:44","epkdoc01","epkdoc01"
"20087","2",,,"0","0","0","0","0","0","0","0","1","2017-08-15 20:52:45","2018-10-26 18:27:44","epkdoc01","epkdoc01"
"20087","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 20:52:45","2018-10-26 18:27:44","epkdoc01","epkdoc01"
"20087","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 20:52:45","2018-10-26 18:27:44","epkdoc01","epkdoc01"
"20088","1","09:00","18:00","1","1","1","1","1","0","0","0","1","2017-08-18 13:42:10","2018-02-13 17:22:43","epkdoc01","epkdoc01"
"20088","2","10:00","15:00","0","0","0","0","0","1","0","0","1","2017-08-18 13:42:10","2018-02-13 17:22:43","epkdoc01","epkdoc01"
"20088","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 13:42:10","2018-02-13 17:22:43","epkdoc01","epkdoc01"
"20088","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 13:42:10","2018-02-13 17:22:43","epkdoc01","epkdoc01"
"20089","1","08:00","17:00","1","1","1","1","1","0","0","0","1","2017-08-15 20:01:29","2018-08-16 01:35:53","epkdoc01","epkdoc01"
"20089","2","08:00","12:15","0","0","0","0","0","1","0","0","1","2017-08-15 20:01:29","2018-08-16 01:35:53","epkdoc01","epkdoc01"
"20089","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 20:01:29","2018-08-16 01:35:53","epkdoc01","epkdoc01"
"20089","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 20:01:29","2018-08-16 01:35:53","epkdoc01","epkdoc01"
"20091","1","08:30","15:30","0","1","0","1","1","0","0","0","1","2017-08-17 10:34:54","2018-05-15 19:40:27","epkdoc01","epkdoc01"
"20091","2","08:30","10:30","1","0","1","0","0","1","0","0","1","2017-08-17 10:34:54","2018-05-15 19:40:27","epkdoc01","epkdoc01"
"20091","3",,,"0","0","0","0","0","0","0","0","1","2017-08-17 10:34:54","2018-05-15 19:40:27","epkdoc01","epkdoc01"
"20091","4",,,"0","0","0","0","0","0","0","0","1","2017-08-17 10:34:54","2018-05-15 19:40:27","epkdoc01","epkdoc01"
"20092","1","08:30","11:30","1","1","1","1","1","1","0","0","1","2017-08-17 12:41:48","2018-05-15 19:35:19","epkdoc01","epkdoc01"
"20092","2","14:00","16:30","1","1","1","1","1","1","0","0","1","2017-08-17 12:41:48","2018-05-15 19:35:19","epkdoc01","epkdoc01"
"20092","3",,,"0","0","0","0","0","0","0","0","1","2017-08-17 12:41:48","2018-05-15 19:35:19","epkdoc01","epkdoc01"
"20092","4",,,"0","0","0","0","0","0","0","0","1","2017-08-17 12:41:48","2018-05-15 19:35:19","epkdoc01","epkdoc01"
"20095","1","08:30","17:00","1","1","1","1","1","0","0","0","1","2017-08-15 16:13:26","2018-09-07 12:41:37","epkdoc01","epkdoc01"
"20095","2","08:30","12:30","0","0","0","0","0","1","0","0","1","2017-08-15 16:13:26","2018-09-07 12:41:37","epkdoc01","epkdoc01"
"20095","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 16:13:26","2018-09-07 12:41:37","epkdoc01","epkdoc01"
"20095","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 16:13:26","2018-09-07 12:41:37","epkdoc01","epkdoc01"
"20097","1","08:00","11:00","1","1","1","1","1","1","0","0","1","2017-08-15 13:54:24","2019-01-09 14:03:31","epkdoc01","epkdoc01"
"20097","2","13:00","16:00","1","1","1","1","1","1","0","0","1","2017-08-15 13:54:24","2019-01-09 14:03:31","epkdoc01","epkdoc01"
"20097","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 13:54:24","2019-01-09 14:03:32","epkdoc01","epkdoc01"
"20097","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 13:54:24","2019-01-09 14:03:32","epkdoc01","epkdoc01"
"20098","1","08:30","16:00","1","1","1","1","1","0","0","0","1","2017-08-23 11:03:11","2018-12-03 12:44:32","epkdoc01","epkdoc01"
"20098","2",,,"0","0","0","0","0","0","0","0","1","2017-08-23 11:03:12","2018-12-03 12:44:32","epkdoc01","epkdoc01"
"20098","3",,,"0","0","0","0","0","0","0","0","1","2017-08-23 11:03:12","2018-12-03 12:44:32","epkdoc01","epkdoc01"
"20098","4",,,"0","0","0","0","0","0","0","0","1","2017-08-23 11:03:12","2018-12-03 12:44:32","epkdoc01","epkdoc01"
"20100","1","09:00","13:00","1","1","0","1","1","1","0","0","1","2017-08-16 20:20:01","2019-01-09 17:14:42","epkdoc01","epkdoc01"
"20100","2","16:00","19:00","1","1","0","1","1","0","0","0","1","2017-08-16 20:20:01","2019-01-09 17:14:42","epkdoc01","epkdoc01"
"20100","3","09:00","12:00","0","0","1","0","0","0","0","0","1","2017-08-16 20:20:01","2019-01-09 17:14:42","epkdoc01","epkdoc01"
"20100","4","15:00","18:00","0","0","1","0","0","0","0","0","1","2017-08-16 20:20:01","2019-01-09 17:14:42","epkdoc01","epkdoc01"
"20101","1","10:00","13:00","1","1","1","0","1","1","0","0","1","2017-08-16 18:45:28","2019-01-09 12:32:27","epkdoc01","epkdoc01"
"20101","2","15:00","18:00","1","1","1","0","1","0","0","0","1","2017-08-16 18:45:28","2019-01-09 12:32:27","epkdoc01","epkdoc01"
"20101","3","15:00","17:00","0","0","0","0","0","1","0","0","1","2017-08-16 18:45:28","2019-01-09 12:32:27","epkdoc01","epkdoc01"
"20101","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 18:45:28","2019-01-09 12:32:27","epkdoc01","epkdoc01"
"20102","1","09:00","12:30","1","1","1","1","1","0","0","0","1","2017-08-18 16:39:27","2018-05-02 09:14:53","epkdoc01","epkdoc01"
"20102","2","14:00","18:00","1","1","1","1","0","0","0","0","1","2017-08-18 16:39:27","2018-05-02 09:14:53","epkdoc01","epkdoc01"
"20102","3","13:00","16:00","0","0","0","0","0","1","0","0","1","2017-08-18 16:39:27","2018-05-02 09:14:53","epkdoc01","epkdoc01"
"20102","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 16:39:27","2018-05-02 09:14:53","epkdoc01","epkdoc01"
"20103","1","09:00","13:00","1","1","1","1","1","1","0","0","1","2017-08-16 19:29:33","2019-01-09 12:21:26","epkdoc01","epkdoc01"
"20103","2","14:00","17:30","1","1","1","1","1","0","0","0","1","2017-08-16 19:29:33","2019-01-09 12:21:26","epkdoc01","epkdoc01"
"20103","3","17:30","19:00","1","0","1","0","1","0","0","0","1","2017-08-16 19:29:33","2019-01-09 12:21:26","epkdoc01","epkdoc01"
"20103","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 19:29:33","2019-01-09 12:21:27","epkdoc01","epkdoc01"
"20104","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2017-08-15 10:18:43","2018-09-06 17:03:33","epkdoc01","epkdoc01"
"20104","2","13:30","16:00","1","0","1","1","1","0","0","0","1","2017-08-15 10:18:43","2018-09-06 17:03:33","epkdoc01","epkdoc01"
"20104","3","14:45","16:00","0","1","0","0","0","0","0","0","1","2017-08-15 10:18:43","2018-09-06 17:03:33","epkdoc01","epkdoc01"
"20104","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 10:18:43","2018-09-06 17:03:33","epkdoc01","epkdoc01"
"20105","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2017-08-14 19:08:45","2018-05-01 18:08:57","epkdoc01","epkdoc01"
"20105","2","14:30","19:00","1","1","1","1","1","0","0","0","1","2017-08-14 19:08:45","2018-05-01 18:08:57","epkdoc01","epkdoc01"
"20105","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:08:46","2018-05-01 18:08:57","epkdoc01","epkdoc01"
"20105","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:08:46","2018-05-01 18:08:57","epkdoc01","epkdoc01"
"20106","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2017-08-16 19:20:01","2018-01-23 14:40:56","epkdoc01","epkdoc01"
"20106","2","14:00","16:30","1","1","0","1","1","0","0","0","1","2017-08-16 19:20:01","2018-01-23 14:40:56","epkdoc01","epkdoc01"
"20106","3","17:00","19:00","0","1","0","0","1","0","0","0","1","2017-08-16 19:20:01","2018-01-23 14:40:56","epkdoc01","epkdoc01"
"20106","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 19:20:01","2018-01-23 14:40:56","epkdoc01","epkdoc01"
"20107","1","09:00","11:30","1","1","1","1","1","1","0","0","1","2017-08-14 19:12:50","2018-05-01 18:09:46","epkdoc01","epkdoc01"
"20107","2","13:30","16:00","1","1","1","1","1","0","0","0","1","2017-08-14 19:12:50","2018-05-01 18:09:46","epkdoc01","epkdoc01"
"20107","3","17:30","20:00","1","1","0","1","1","0","0","0","1","2017-08-14 19:12:50","2018-05-01 18:09:46","epkdoc01","epkdoc01"
"20107","4","17:00","19:30","0","0","1","0","0","0","0","0","1","2017-08-14 19:12:50","2018-05-01 18:09:46","epkdoc01","epkdoc01"
"20108","1","09:30","13:00","1","1","1","1","1","1","0","0","1","2017-08-16 18:34:10","2018-11-22 13:04:43","epkdoc01","epkdoc01"
"20108","2","15:00","18:30","1","1","1","1","1","0","0","0","1","2017-08-16 18:34:10","2018-11-22 13:04:43","epkdoc01","epkdoc01"
"20108","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 18:34:10","2018-11-22 13:04:43","epkdoc01","epkdoc01"
"20108","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 18:34:10","2018-11-22 13:04:43","epkdoc01","epkdoc01"
"20109","1","09:00","17:00","1","1","1","1","1","0","0","0","1","2017-08-14 19:54:10","2018-10-23 12:14:43","epkdoc01","epkdoc01"
"20109","2","09:00","15:00","0","0","0","0","0","1","0","0","1","2017-08-14 19:54:10","2018-10-23 12:14:43","epkdoc01","epkdoc01"
"20109","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:54:10","2018-10-23 12:14:43","epkdoc01","epkdoc01"
"20109","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:54:10","2018-10-23 12:14:43","epkdoc01","epkdoc01"
